campaign_id,merchant_id,campaign_type,campaign_name,target_segment,discount,discount_type,start_date,end_date,budget,spent_so_far,status,channel,created_at
camp-0034,m-013,WEEKEND_SURGE,Shah Boutique Weekend Surge,Loyal Champions,25.0,PERCENTAGE,2026-02-26 00:00:00,2026-03-08 00:00:00,7500.0,7500.0,COMPLETED,WhatsApp Broadcast Only,2026-02-26 00:00:00
camp-0035,m-014,RETENTION_WINBACK,Kumar Tech Point Retention Winback,Dormant Regulars,20.0,PERCENTAGE,2026-01-23 00:00:00,2026-02-13 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp Broadcast Only,2026-01-23 00:00:00
camp-0036,m-014,CUSTOM,Kumar Tech Point Custom,Dormant Regulars,20.0,PERCENTAGE,2026-01-05 00:00:00,2026-01-15 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp Broadcast Only,2026-01-05 00:00:00
camp-0037,m-014,SEASONAL_SPECIAL,Kumar Tech Point Seasonal Special,Evening Commuters,49.0,FLAT,2025-10-01 00:00:00,2025-10-11 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2025-10-01 00:00:00
camp-0038,m-015,CUSTOM,Kapoor Sweets & Snacks Custom,Dormant Regulars,15.0,PERCENTAGE,2026-06-06 00:00:00,2026-06-20 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-06-06 00:00:00
camp-0039,m-015,CUSTOM,Kapoor Sweets & Snacks Custom,Dormant Regulars,20.0,PERCENTAGE,2025-12-13 00:00:00,2025-12-23 00:00:00,7500.0,7500.0,COMPLETED,SMS + QR Standee at Counter,2025-12-13 00:00:00
camp-0040,m-015,RETENTION_WINBACK,Kapoor Sweets & Snacks Retention Winback,Loyal Champions,15.0,PERCENTAGE,2026-03-30 00:00:00,2026-04-06 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-03-30 00:00:00
camp-0041,m-015,CUSTOM,Kapoor Sweets & Snacks Custom,Weekend Shoppers,49.0,FLAT,2026-01-02 00:00:00,2026-01-23 00:00:00,3500.0,3500.0,COMPLETED,WhatsApp Broadcast Only,2026-01-02 00:00:00
camp-0042,m-016,EVENING_REVIVAL,Kumar Repair Lab Evening Revival,Evening Commuters,20.0,PERCENTAGE,2026-01-18 00:00:00,2026-02-01 00:00:00,3500.0,3500.0,COMPLETED,SMS + QR Standee at Counter,2026-01-18 00:00:00
camp-0043,m-016,WEEKEND_SURGE,Kumar Repair Lab Weekend Surge,Weekend Shoppers,49.0,FLAT,2025-12-16 00:00:00,2025-12-26 00:00:00,1500.0,1500.0,COMPLETED,Paytm App Geo-Fence Push,2025-12-16 00:00:00
camp-0044,m-016,EVENING_REVIVAL,Kumar Repair Lab Evening Revival,Evening Commuters,20.0,PERCENTAGE,2026-08-02 00:00:00,2026-08-09 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-08-02 00:00:00
camp-0045,m-016,CUSTOM,Kumar Repair Lab Custom,Evening Commuters,50.0,FLAT,2026-02-07 00:00:00,2026-02-14 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-02-07 00:00:00
camp-0046,m-017,BASKET_SIZE_UPSELL,Mishra Wellness Store Basket Size Upsell,Weekend Shoppers,10.0,PERCENTAGE,2026-06-02 00:00:00,2026-06-16 00:00:00,5500.0,5500.0,COMPLETED,SMS + QR Standee at Counter,2026-06-02 00:00:00
camp-0047,m-017,RETENTION_WINBACK,Mishra Wellness Store Retention Winback,Evening Commuters,20.0,PERCENTAGE,2026-07-14 00:00:00,2026-07-24 00:00:00,2500.0,2500.0,COMPLETED,SMS + QR Standee at Counter,2026-07-14 00:00:00
camp-0048,m-018,EVENING_REVIVAL,Gupta Bakes Evening Revival,Loyal Champions,25.0,PERCENTAGE,2026-07-29 00:00:00,2026-08-12 00:00:00,4200.0,4200.0,COMPLETED,Paytm App Geo-Fence Push,2026-07-29 00:00:00
camp-0049,m-018,RETENTION_WINBACK,Gupta Bakes Retention Winback,Evening Commuters,20.0,PERCENTAGE,2026-02-14 00:00:00,2026-02-24 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp Broadcast Only,2026-02-14 00:00:00
camp-0050,m-019,SEASONAL_SPECIAL,Deshmukh Chai Shai Seasonal Special,Dormant Regulars,50.0,FLAT,2026-07-25 00:00:00,2026-08-04 00:00:00,3500.0,3500.0,COMPLETED,WhatsApp Broadcast Only,2026-07-25 00:00:00
camp-0051,m-019,CUSTOM,Deshmukh Chai Shai Custom,Loyal Champions,15.0,PERCENTAGE,2025-12-18 00:00:00,2025-12-25 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp Broadcast Only,2025-12-18 00:00:00
camp-0052,m-020,BASKET_SIZE_UPSELL,Sen Dhaba Basket Size Upsell,Dormant Regulars,25.0,PERCENTAGE,2026-06-23 00:00:00,2026-07-14 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-06-23 00:00:00
camp-0053,m-020,EVENING_REVIVAL,Sen Dhaba Evening Revival,Weekend Shoppers,49.0,FLAT,2026-07-05 00:00:00,2026-07-15 00:00:00,4200.0,4200.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-07-05 00:00:00
camp-0054,m-020,SEASONAL_SPECIAL,Sen Dhaba Seasonal Special,Evening Commuters,20.0,PERCENTAGE,2026-05-22 00:00:00,2026-06-05 00:00:00,1500.0,1500.0,COMPLETED,Paytm App Geo-Fence Push,2026-05-22 00:00:00
camp-0055,m-021,CUSTOM,Patel Daily Needs Custom,Evening Commuters,25.0,PERCENTAGE,2026-03-10 00:00:00,2026-03-17 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-03-10 00:00:00
camp-0056,m-021,EVENING_REVIVAL,Patel Daily Needs Evening Revival,Evening Commuters,50.0,FLAT,2025-12-22 00:00:00,2026-01-01 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp Broadcast Only,2025-12-22 00:00:00
camp-0057,m-021,CUSTOM,Patel Daily Needs Custom,Evening Commuters,50.0,FLAT,2026-01-26 00:00:00,2026-02-09 00:00:00,4200.0,4200.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-01-26 00:00:00
camp-0058,m-021,SEASONAL_SPECIAL,Patel Daily Needs Seasonal Special,Loyal Champions,10.0,PERCENTAGE,2025-12-28 00:00:00,2026-01-11 00:00:00,4200.0,4200.0,COMPLETED,WhatsApp Broadcast Only,2025-12-28 00:00:00
camp-0059,m-022,EVENING_REVIVAL,Sharma Fashion Hub Evening Revival,Loyal Champions,10.0,PERCENTAGE,2026-03-18 00:00:00,2026-03-25 00:00:00,5500.0,5500.0,COMPLETED,SMS + QR Standee at Counter,2026-03-18 00:00:00
camp-0060,m-022,CUSTOM,Sharma Fashion Hub Custom,Evening Commuters,20.0,PERCENTAGE,2026-05-15 00:00:00,2026-05-22 00:00:00,2500.0,2500.0,COMPLETED,SMS + QR Standee at Counter,2026-05-15 00:00:00
camp-0061,m-023,WEEKEND_SURGE,Sen Bazaar Weekend Surge,Loyal Champions,49.0,FLAT,2026-06-27 00:00:00,2026-07-18 00:00:00,4200.0,4200.0,COMPLETED,Paytm App Geo-Fence Push,2026-06-27 00:00:00
camp-0062,m-023,RETENTION_WINBACK,Sen Bazaar Retention Winback,Loyal Champions,25.0,PERCENTAGE,2026-01-27 00:00:00,2026-02-10 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-01-27 00:00:00
camp-0063,m-023,RETENTION_WINBACK,Sen Bazaar Retention Winback,Evening Commuters,25.0,PERCENTAGE,2026-01-21 00:00:00,2026-02-04 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp Broadcast Only,2026-01-21 00:00:00
camp-0064,m-023,EVENING_REVIVAL,Sen Bazaar Evening Revival,Evening Commuters,49.0,FLAT,2026-05-07 00:00:00,2026-05-17 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-05-07 00:00:00
camp-0065,m-024,WEEKEND_SURGE,Mishra Provision Store Weekend Surge,Evening Commuters,25.0,PERCENTAGE,2026-04-26 00:00:00,2026-05-03 00:00:00,3500.0,3500.0,COMPLETED,Paytm App Geo-Fence Push,2026-04-26 00:00:00
camp-0066,m-024,BASKET_SIZE_UPSELL,Mishra Provision Store Basket Size Upsell,Weekend Shoppers,25.0,PERCENTAGE,2026-05-02 00:00:00,2026-05-16 00:00:00,5500.0,5500.0,COMPLETED,Paytm App Geo-Fence Push,2026-05-02 00:00:00
camp-0067,m-024,RETENTION_WINBACK,Mishra Provision Store Retention Winback,Weekend Shoppers,15.0,PERCENTAGE,2026-08-07 00:00:00,2026-08-17 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-08-07 00:00:00
camp-0068,m-025,CUSTOM,Malhotra Garments Custom,Weekend Shoppers,20.0,PERCENTAGE,2026-04-19 00:00:00,2026-04-26 00:00:00,7500.0,7500.0,COMPLETED,SMS + QR Standee at Counter,2026-04-19 00:00:00
camp-0069,m-025,BASKET_SIZE_UPSELL,Malhotra Garments Basket Size Upsell,Weekend Shoppers,15.0,PERCENTAGE,2026-06-23 00:00:00,2026-06-30 00:00:00,7500.0,7500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-06-23 00:00:00
camp-0070,m-025,EVENING_REVIVAL,Malhotra Garments Evening Revival,Evening Commuters,25.0,PERCENTAGE,2025-12-12 00:00:00,2025-12-19 00:00:00,3500.0,3500.0,COMPLETED,WhatsApp Broadcast Only,2025-12-12 00:00:00
camp-0071,m-025,RETENTION_WINBACK,Malhotra Garments Retention Winback,Dormant Regulars,49.0,FLAT,2026-07-07 00:00:00,2026-07-14 00:00:00,2500.0,2500.0,COMPLETED,Paytm App Geo-Fence Push,2026-07-07 00:00:00
camp-0072,m-026,RETENTION_WINBACK,Shah Rasoi Retention Winback,Weekend Shoppers,20.0,PERCENTAGE,2026-06-06 00:00:00,2026-06-16 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-06-06 00:00:00
camp-0073,m-026,RETENTION_WINBACK,Shah Rasoi Retention Winback,Dormant Regulars,50.0,FLAT,2026-01-08 00:00:00,2026-01-22 00:00:00,4200.0,4200.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-01-08 00:00:00
camp-0074,m-027,CUSTOM,Bansal Kirana Store Custom,Loyal Champions,15.0,PERCENTAGE,2026-08-11 00:00:00,2026-08-21 00:00:00,5500.0,5500.0,COMPLETED,Paytm App Geo-Fence Push,2026-08-11 00:00:00
camp-0075,m-027,CUSTOM,Bansal Kirana Store Custom,Weekend Shoppers,50.0,FLAT,2025-10-01 00:00:00,2025-10-15 00:00:00,1500.0,1500.0,COMPLETED,SMS + QR Standee at Counter,2025-10-01 00:00:00
camp-0076,m-027,RETENTION_WINBACK,Bansal Kirana Store Retention Winback,Dormant Regulars,20.0,PERCENTAGE,2026-04-26 00:00:00,2026-05-17 00:00:00,7500.0,7500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-04-26 00:00:00
camp-0077,m-027,EVENING_REVIVAL,Bansal Kirana Store Evening Revival,Dormant Regulars,15.0,PERCENTAGE,2026-01-17 00:00:00,2026-01-27 00:00:00,5500.0,5500.0,COMPLETED,SMS + QR Standee at Counter,2026-01-17 00:00:00
camp-0078,m-028,CUSTOM,Kapoor Bazaar Custom,Weekend Shoppers,50.0,FLAT,2025-10-29 00:00:00,2025-11-12 00:00:00,4200.0,4200.0,COMPLETED,WhatsApp Broadcast Only,2025-10-29 00:00:00
camp-0079,m-028,WEEKEND_SURGE,Kapoor Bazaar Weekend Surge,Loyal Champions,10.0,PERCENTAGE,2026-06-29 00:00:00,2026-07-06 00:00:00,5500.0,5500.0,COMPLETED,SMS + QR Standee at Counter,2026-06-29 00:00:00
camp-0080,m-028,SEASONAL_SPECIAL,Kapoor Bazaar Seasonal Special,Weekend Shoppers,10.0,PERCENTAGE,2025-12-31 00:00:00,2026-01-10 00:00:00,2500.0,2500.0,COMPLETED,SMS + QR Standee at Counter,2025-12-31 00:00:00
camp-0081,m-029,EVENING_REVIVAL,Iyer Bazaar Evening Revival,Dormant Regulars,25.0,PERCENTAGE,2026-07-11 00:00:00,2026-07-18 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-07-11 00:00:00
camp-0082,m-029,SEASONAL_SPECIAL,Iyer Bazaar Seasonal Special,Evening Commuters,49.0,FLAT,2026-01-27 00:00:00,2026-02-03 00:00:00,1500.0,1500.0,COMPLETED,Paytm App Geo-Fence Push,2026-01-27 00:00:00
camp-0083,m-030,WEEKEND_SURGE,Nair Chemist & Druggist Weekend Surge,Evening Commuters,15.0,PERCENTAGE,2026-02-02 00:00:00,2026-02-23 00:00:00,3500.0,3500.0,COMPLETED,Paytm App Geo-Fence Push,2026-02-02 00:00:00
camp-0084,m-030,BASKET_SIZE_UPSELL,Nair Chemist & Druggist Basket Size Upsell,Dormant Regulars,49.0,FLAT,2025-10-20 00:00:00,2025-10-30 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2025-10-20 00:00:00
camp-0085,m-031,EVENING_REVIVAL,Malhotra Rasoi Evening Revival,Weekend Shoppers,15.0,PERCENTAGE,2025-10-03 00:00:00,2025-10-17 00:00:00,7500.0,7500.0,COMPLETED,Paytm App Geo-Fence Push,2025-10-03 00:00:00
camp-0086,m-031,CUSTOM,Malhotra Rasoi Custom,Loyal Champions,20.0,PERCENTAGE,2025-12-15 00:00:00,2025-12-29 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp Broadcast Only,2025-12-15 00:00:00
camp-0087,m-031,SEASONAL_SPECIAL,Malhotra Rasoi Seasonal Special,Weekend Shoppers,49.0,FLAT,2026-02-25 00:00:00,2026-03-11 00:00:00,1500.0,1500.0,COMPLETED,WhatsApp Broadcast Only,2026-02-25 00:00:00
camp-0088,m-031,BASKET_SIZE_UPSELL,Malhotra Rasoi Basket Size Upsell,Weekend Shoppers,15.0,PERCENTAGE,2026-08-18 00:00:00,2026-09-08 00:00:00,7500.0,7500.0,COMPLETED,WhatsApp Broadcast Only,2026-08-18 00:00:00
camp-0089,m-032,EVENING_REVIVAL,Gupta Trends Evening Revival,Loyal Champions,20.0,PERCENTAGE,2025-10-27 00:00:00,2025-11-03 00:00:00,7500.0,7500.0,COMPLETED,Paytm App Geo-Fence Push,2025-10-27 00:00:00
camp-0090,m-032,RETENTION_WINBACK,Gupta Trends Retention Winback,Loyal Champions,10.0,PERCENTAGE,2025-10-22 00:00:00,2025-11-12 00:00:00,3500.0,3500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2025-10-22 00:00:00
camp-0091,m-032,SEASONAL_SPECIAL,Gupta Trends Seasonal Special,Weekend Shoppers,20.0,PERCENTAGE,2026-06-18 00:00:00,2026-06-25 00:00:00,1500.0,1500.0,COMPLETED,Paytm App Geo-Fence Push,2026-06-18 00:00:00
camp-0092,m-032,CUSTOM,Gupta Trends Custom,Weekend Shoppers,10.0,PERCENTAGE,2026-08-23 00:00:00,2026-09-06 00:00:00,7500.0,7500.0,COMPLETED,Paytm App Geo-Fence Push,2026-08-23 00:00:00
camp-0093,m-033,BASKET_SIZE_UPSELL,Singh Apparels Basket Size Upsell,Weekend Shoppers,15.0,PERCENTAGE,2026-07-11 00:00:00,2026-08-01 00:00:00,3500.0,3500.0,COMPLETED,Paytm App Geo-Fence Push,2026-07-11 00:00:00
camp-0094,m-033,CUSTOM,Singh Apparels Custom,Loyal Champions,50.0,FLAT,2026-01-04 00:00:00,2026-01-18 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp Broadcast Only,2026-01-04 00:00:00
camp-0095,m-033,RETENTION_WINBACK,Singh Apparels Retention Winback,Loyal Champions,20.0,PERCENTAGE,2026-03-09 00:00:00,2026-03-19 00:00:00,2500.0,2500.0,COMPLETED,Paytm App Geo-Fence Push,2026-03-09 00:00:00
camp-0096,m-033,SEASONAL_SPECIAL,Singh Apparels Seasonal Special,Weekend Shoppers,49.0,FLAT,2026-06-26 00:00:00,2026-07-06 00:00:00,2500.0,2500.0,COMPLETED,Paytm App Geo-Fence Push,2026-06-26 00:00:00
camp-0097,m-034,WEEKEND_SURGE,Deshmukh Tiffin Weekend Surge,Dormant Regulars,50.0,FLAT,2026-07-24 00:00:00,2026-07-31 00:00:00,7500.0,7500.0,COMPLETED,Paytm App Geo-Fence Push,2026-07-24 00:00:00
camp-0098,m-034,CUSTOM,Deshmukh Tiffin Custom,Evening Commuters,10.0,PERCENTAGE,2026-01-25 00:00:00,2026-02-04 00:00:00,2500.0,2500.0,COMPLETED,Paytm App Geo-Fence Push,2026-01-25 00:00:00
camp-0099,m-034,EVENING_REVIVAL,Deshmukh Tiffin Evening Revival,Loyal Champions,20.0,PERCENTAGE,2026-03-31 00:00:00,2026-04-14 00:00:00,2500.0,2500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-03-31 00:00:00
camp-0100,m-034,SEASONAL_SPECIAL,Deshmukh Tiffin Seasonal Special,Evening Commuters,50.0,FLAT,2026-02-16 00:00:00,2026-02-23 00:00:00,5500.0,5500.0,COMPLETED,SMS + QR Standee at Counter,2026-02-16 00:00:00
camp-0101,m-035,CUSTOM,Verma Boutique Custom,Evening Commuters,20.0,PERCENTAGE,2026-06-26 00:00:00,2026-07-17 00:00:00,7500.0,7500.0,COMPLETED,SMS + QR Standee at Counter,2026-06-26 00:00:00
camp-0102,m-035,SEASONAL_SPECIAL,Verma Boutique Seasonal Special,Evening Commuters,49.0,FLAT,2025-10-07 00:00:00,2025-10-21 00:00:00,2500.0,2500.0,COMPLETED,SMS + QR Standee at Counter,2025-10-07 00:00:00
camp-0103,m-036,RETENTION_WINBACK,Singh Cafe Retention Winback,Dormant Regulars,10.0,PERCENTAGE,2026-02-18 00:00:00,2026-03-11 00:00:00,3500.0,3500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-02-18 00:00:00
camp-0104,m-036,CUSTOM,Singh Cafe Custom,Dormant Regulars,25.0,PERCENTAGE,2026-02-10 00:00:00,2026-02-17 00:00:00,7500.0,7500.0,COMPLETED,WhatsApp + SMS + Paytm Soundbox Banner,2026-02-10 00:00:00
camp-0105,m-037,EVENING_REVIVAL,Rao Chai Shai Evening Revival,Dormant Regulars,50.0,FLAT,2025-11-18 00:00:00,2025-11-25 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp Broadcast Only,2025-11-18 00:00:00
camp-0106,m-037,WEEKEND_SURGE,Rao Chai Shai Weekend Surge,Evening Commuters,25.0,PERCENTAGE,2026-01-19 00:00:00,2026-01-29 00:00:00,5500.0,5500.0,COMPLETED,WhatsApp Broadcast Only,2026-01-19 00:00:00
